Reports - Non Property Floodings - 01/01/2023 - 31/12/2023 - All,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
37296,,471163,205057,X LIMMINGS LANE THAME OX9 3XX,2023-01-17 00:00:00,2023-01-16 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,CE,10,0,TWUL (LOCAL)
37291,,4033587,2006537,XX CHERRY TREE DRIVE CIRENCESTER GL7 1XX,2023-01-16 00:00:00,2023-01-16 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Public Open Space,< 1 Month,CE,20,0,TWUL (LOCAL)
12072,Ealing,5145414,1801544,XX HALLIDAY SQ SOUTHALL UB2 4XX,2023-01-16 00:00:00,2022-12-30 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,50,TWUL (EX S24)
37298,,5199983,1978388,COWLEY HILL BOREHAMWOOD WD6 5LG,2023-01-17 00:00:00,2023-01-16 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Public Open Space,< 1 Month,CE,20,0,TRANSFERRED ASSET (2011)
37297,,4920668,1709791,HATCHET LANE ASCOT SL5 8QE,2023-01-17 00:00:00,2023-01-16 00:00:00,Combined C,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,CE,10,0,TWUL (LOCAL)
34069,Cotswold,4026280,2021612,XX CORINIUM GATE CIRENCESTER GL7 2XX,2023-01-16 00:00:00,2023-01-16 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,100,0,TWUL (LOCAL)
37292,,5525553,1820400,XXX COWPER ROAD RAINHAM RM139XX,2023-01-16 00:00:00,2023-01-16 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (EX S24)
37295,,5577576,2067670,WHITE CHICKS WILLINGALE ROAD ONGAR CM5 0SD,2023-01-17 00:00:00,2023-01-16 00:00:00,Foul F,Equipment,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
945,Basingstoke & Deane,4438228,1605299,XXX LODGE NEWBURY RG209XX,2023-01-17 00:00:00,2023-01-16 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,CE,10,0,TWUL (LOCAL)
37289,,5097545,1919261,XX FRITHWOOD AVENUE NORTHWOOD HA6 3XX,2023-01-16 00:00:00,2023-01-16 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
4783,West Berks,4577214,1714968,XXXX COTTAGE UNKNOWN STANFORD DIN RG7 6XX,2023-01-17 00:00:00,2023-01-16 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,500,10,TWUL (LOCAL)
37294,,490777,176411,BLENHEIMS LEDGER LANE MAIDENHEAD SL6 2NU,2023-01-17 00:00:00,2023-01-13 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37288,,5221541,2091110,XX THE MINIMS HATFIELD AL100AW,2023-01-16 00:00:00,2023-01-16 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
37293,,5461194,2094240,XX GREAT BRAYS HARLOW CM186XX,2023-01-17 00:00:00,2023-01-17 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
36715,,5613953,1686186,MAIN ROAD LONGFIELD DA3 7PW,2023-01-17 00:00:00,2023-01-16 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,50,TWUL (LOCAL)
37305,,471159,205022,X MASSEY ROAD THAME OX9 3XX,2023-01-18 00:00:00,2023-01-16 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,CE,10,0,TWUL (LOCAL)
37300,,4479345,1678973,XX NEWPORT ROAD NEWBURY RG142XX,2023-01-17 00:00:00,2023-01-16 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,CE,10,0,TWUL (LOCAL)
37306,,443710,161776,GRIFFIN HOUSE BLINDMANS GATE NEWBURY RG209XB,2023-01-18 00:00:00,2023-01-15 00:00:00,Foul F,Equipment,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
37301,,4596083,1621718,XX HONEYBOTTOM ROAD TADLEY RG264XX,2023-01-17 00:00:00,2023-01-17 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,,0,0,TWUL (LOCAL)
37304,,5300140,2020103,XXXXX XXXX COTTAGE NORTHAW ROAD EAST POTTERS BAR EN6 4XX,2023-01-18 00:00:00,2023-01-17 00:00:00,Surface S,Collapse,Above ground,Highways,< 1 Month,,0,5,TWUL (LOCAL)
37299,,5015668,1681771,THE PADDOCKS GREEN ROAD EGHAM W208QP,2023-01-17 00:00:00,2023-01-17 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,CE,10,0,TWUL (LOCAL)
2989,Cherwell,4479234,2119320,XX CASSINGTON RD YARNTON OX5 1XX,2023-01-17 00:00:00,2023-01-16 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,100,200,TWUL (LOCAL)
37307,,4263043,1855962,LOWER MILL PADDOCK SWINDON SN6 8NF,2023-01-18 00:00:00,2023-01-17 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37302,,4481804,1677625,XX WALTON WAY NEWBURY RG142XX,2023-01-17 00:00:00,2023-01-16 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,CE,10,0,TWUL (LOCAL)
37308,,5014907,2057875,STONEY LANE HEMEL HEMPSTEAD HP1 2SB,2023-01-18 00:00:00,2023-01-17 00:00:00,Private P,Blockage,Above ground,Highways,< 1 Month,,0,0,PRIVATE
37303,,4308192,2263547,XX CHURCHILL ROAD CHIPPING NORTON OX7 5XX,2023-01-18 00:00:00,2023-01-17 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
37309,,555831,204828,XX ELSTAR ROAD ONGAR CM5 0XX,2023-01-18 00:00:00,2023-01-17 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,PRIVATE
7265,East Herts,5486775,2214917,XX NORTH ST BISHOPS STOR CM23 2XX,2023-01-19 00:00:00,2023-01-12 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37310,,4416832,1928840,X THE MEDWAY WANTAGE OX120XX,2023-01-18 00:00:00,2023-01-17 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37311,,4479410,1679411,XX NEWPORT ROAD NEWBURY RG142XX,2023-01-18 00:00:00,2023-01-18 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,,0,0,TWUL (LOCAL)
37313,,5081000,1819855,X CONNAUGHT CLOSE UXBRIDGE UB8 3XX,2023-01-19 00:00:00,2023-01-18 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (EX S24)
37315,,4473082,1666810,X ASHRIDGE COURT NEWBURY RG147XX,2023-01-19 00:00:00,2023-01-18 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,,0,0,TWUL (LOCAL)
37312,,470011,206026,"Pavement (Manahole 0002) opposite SPS, Oxford Road, OX9 2AZ",2023-01-18 00:00:00,2023-01-13 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,CE,10,0,TWUL (LOCAL)
37314,,447977,211986,XX HAYDAY CLOSE KIDLINGTON OX5 1XX,2023-01-19 00:00:00,2023-01-18 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,,0,0,TWUL (LOCAL)
37319,,4461161,1884846,XXXX COTTAGE ST. MARYS ROAD WANTAGE OX128XX,2023-01-20 00:00:00,2023-01-18 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37317,,5054351,1953717,X VALLEY ROAD RICKMANSWORTH WD3 4XX,2023-01-19 00:00:00,2023-01-16 00:00:00,Foul F,Collapse,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37316,,5054286,1952701,XXX THE DRIVE RICKMANSWORTH WD3 4XX,2023-01-19 00:00:00,2023-01-15 00:00:00,Foul F,Collapse,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37320,,5009246,1446257,XX HOME PARK CLOSE GUILDFORD GU5 0XX,2023-01-20 00:00:00,2023-01-19 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37330,,4034404,1971620,SEWAGE WORKS CIRENCESTER GL7 6DA,2023-01-23 00:00:00,2023-01-20 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Private Land,< 1 Month,,0,0,TWUL (LOCAL)
37324,,4186550,1689704,XXX HIGH STREET MARLBOROUGH SN8 1XX,2023-01-20 00:00:00,2023-01-20 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37322,,5188865,1680821,XX MINSTREL GARDENS SURBITON KT5 8XX,2023-01-20 00:00:00,2023-01-20 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (EX S24)
37325,,4186485,1689680,XXX HIGH STREET MARLBOROUGH SN8 1XX,2023-01-20 00:00:00,2023-01-20 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37323,,5188962,1680782,XX MINSTREL GARDENS SURBITON KT5 8XX,2023-01-20 00:00:00,2023-01-20 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (EX S24)
37321,,5022220,1687365,X COLDHARBOUR CLOSE EGHAM TW208XX,2023-01-20 00:00:00,2023-01-07 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,CE,10,0,TWUL (LOCAL)
6482,Swindon,4176113,1858285,X BYFIELD WAY SWINDON SN3 4XX,2023-01-20 00:00:00,2023-01-20 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
37318,,528440,166402,OUTSIDE XX DUNSTER WAY WALLINGTON SM6 7XX,2023-01-20 00:00:00,2023-01-08 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,,0,0,TWUL (LOCAL)
37329,,4394838,2447899,BREY HOUSE BELL STREET BANBURY OX156DB,2023-01-23 00:00:00,2023-01-19 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
13223,Windsor & Maidenhead,4871576,1813412,XX COPE CT MAIDENHEAD SL6 6XX,2023-01-20 00:00:00,2023-01-18 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37331,,5450715,2074671,CARL HOUSE COMMONSIDE ROAD HARLOW CM187SL,2023-01-23 00:00:00,2023-01-20 00:00:00,Private P,Blockage,Above ground,Highways,< 1 Month,,0,0,PRIVATE
37332,,536811,181178,XX ELITE HOUSE ST. ANNES STREET LONDON E14 7XX,2023-01-23 00:00:00,2023-01-21 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (EX S24)
37326,,5084029,2214625,XX DALLOW ROAD LUTON LU1 1XX,2023-01-21 00:00:00,2023-01-21 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,PRIVATE
37309,,555831,204828,XX ELSTAR ROAD ONGAR CM5 0XX,2023-01-23 00:00:00,2023-01-22 00:00:00,Private P,Blockage,Above ground,Public Open Space,< 1 Month,,0,10,PRIVATE
37327,,5263122,2243824,XX CHELLS WAY STEVENAGE SG2 0XX,2023-01-22 00:00:00,2023-01-22 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37328,,5149302,2151973,XX COMMON LANE HARPENDEN AL5 5XX,2023-01-22 00:00:00,2023-01-22 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37333,,534938,185043,XX FLAT X GOULD TERRACE LONDON E8 1XX,2023-01-23 00:00:00,2023-01-21 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
37334,,4889376,2016504,XX WINSLOW FIELD GREAT MISSENDEN HP169XX,2023-01-24 00:00:00,2023-01-24 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,100,TWUL (EX S24)
37335,,5048772,1652395,X HATCH CLOSE ADDLESTONE KT152XX,2023-01-24 00:00:00,2023-01-09 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
37337,,5344125,2128236,XX THE COPSE HERTFORD SG137XX,2023-01-24 00:00:00,2023-01-24 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
37336,,4925176,2110589,XX PARK STREET TRING HP236XX,2023-01-24 00:00:00,2023-01-24 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
24144,South Beds,5085972,2214355,XX DUNSTABLE RD CADDINGTON LU1 1XX,2023-01-25 00:00:00,2023-01-24 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,100,TWUL (EX S24)
37338,,531946,213014,SCOUT HUT PORT VALE HERTFORD SCOUT HUT SG143AF,2023-01-25 00:00:00,2023-01-24 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37339,,4731412,1726644,XX ADDINGTON ROAD READING RG1 5XX,2023-01-25 00:00:00,2023-01-25 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
37344,,4594751,1762853,LITTLE SLADE ALDWORTH ROAD READING RG8 8NH,2023-01-26 00:00:00,2023-01-24 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
20801,Barnet,5214583,1949877,XXXXX XXXX COTTAGE BARNET GATE BARNET EN5 3XX,2023-01-26 00:00:00,2023-01-25 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,100,TWUL (LOCAL)
32345,North Wiltshire,4088662,1687960,RYBURY HOUSE MARLBOROUGH WILTSHIRE MARLBOROUGH SN8 1QJ,2023-01-26 00:00:00,2023-01-25 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,100,0,TWUL (LOCAL)
37343,,446750,200403,CHURCH OF ST HELEN CHURCH LANE ABINGDON OX136JP,2023-01-26 00:00:00,2023-01-25 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37345,,5374000,1817000,X INVICTA CLOSE LONDON E3 3XX,2023-01-26 00:00:00,2023-01-23 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
37340,,4758430,1719062,XXX NIGHTINGALE ROAD READING RG5 3XX,2023-01-25 00:00:00,2023-01-25 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,PRIVATE
37342,,464288,196518,XX LACEY CRESCENT OXFORD OX447XX,2023-01-26 00:00:00,2023-01-25 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,PRIVATE
37341,,5160550,1998729,X WATFORD ROAD RADLETT WD7 8XX,2023-01-26 00:00:00,2023-01-26 00:00:00,Surface S,Blockage,Above ground,Highways,< 1 Month,,0,40,TWUL (LOCAL)
37346,,5150249,2082091,XX EDMUND BEAUFORT DRIVE ST. ALBANS AL3 5XX,2023-01-26 00:00:00,2023-01-26 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
37347,,4168181,1849762,XX BOTHWELL ROAD SWINDON SN3 3XX,2023-01-26 00:00:00,2023-01-25 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
37349,,5554428,1890506,XX BERKSHIRE WAY HORNCHURCH RM113XX,2023-01-27 00:00:00,2023-01-27 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,,0,0,TRANSFERRED ASSET (2011)
37358,,4503929,2073814,X THE VILLAS RUTHERWAY OXFORD 9 THE VILLAS OX2 6XX,2023-01-30 00:00:00,2023-01-27 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Private Land,< 1 Month,,0,0,TWUL (LOCAL)
21926,West Berks,4326942,1635467,TROUGH SUPPLY ADJ HAPPY CUTTING HILL HUNGERFORD RG17 0RW,2023-01-30 00:00:00,2023-01-27 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,100,TWUL (LOCAL)
37350,,4732832,1755146,XXX HENLEY ROAD READING RG4 6XX,2023-01-27 00:00:00,2023-01-27 00:00:00,Private P,Blockage,Above ground,Private Land,< 1 Month,,0,0,PRIVATE
37348,,478008,173635,"Perimeter Road (Woodley) SPS, Beggars Hill Road, READING RG5 4SU",2023-01-27 00:00:00,2023-01-15 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
26850,South Bucks,5029891,1871145,DANEBURY BAKERS WOOD UXBRIDGE MID UB9 4LG,2023-01-30 00:00:00,2023-01-25 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,50,TWUL (LOCAL)
33619,Epping Forest,5481078,2036672,XXXXXX COTTAGE FOREST GLADE EPPING ESSEX CM16 6XX,2023-01-30 00:00:00,2023-01-28 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,50,TWUL (LOCAL)
25320,West Berks,447622,167590,MERCHANTS COURT 1 KELVIN RD NEWBURY RG14 2DB,2023-01-30 00:00:00,2023-01-27 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,200,TWUL (LOCAL)
37352,,4815991,2125594,XX CARRINGTON ROAD AYLESBURY HP21 8XX,2023-01-28 00:00:00,2023-01-28 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37351,,5449141,2075786,XXX BERECROFT HARLOW CM187XX,2023-01-28 00:00:00,2023-01-28 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,100,TWUL (LOCAL)
37353,,4031016,2009753,XX MELMORE GARDENS CIRENCESTER GL7 1XX,2023-01-29 00:00:00,2023-01-27 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
3673,Chiltern,4993559,1909687,XX GROVE HILL CHALFONT ST. SL9 9XX,2023-01-29 00:00:00,2023-01-27 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (EX S24)
37354,,5164990,1858361,XX ELMS LANE WEMBLEY HA0 2XX,2023-01-29 00:00:00,2023-01-29 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37359,,5105535,2251435,X WHITEHILL COTTAGES BUTTERFIELD GREEN ROAD LUTON LU2 8XX,2023-01-30 00:00:00,2023-01-29 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37355,,4147026,1906727,XX THE RIDGE SWINDON SN267XX,2023-01-29 00:00:00,2023-01-29 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,100,TWUL (LOCAL)
6598,Welwyn Hatfield,5228674,2160647,X ELMOOR AV WELWYN AL6 9XX,2023-01-29 00:00:00,2023-01-29 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,50,TWUL (LOCAL)
37356,,4309888,2262034,XX HAILEY ROAD CHIPPING NORTON OX7 5XX,2023-01-29 00:00:00,2023-01-29 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37357,,4188782,1695309,XX HERD STREET MARLBOROUGH SN8 1XX,2023-01-29 00:00:00,2023-01-29 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
37360,,522897,216047,XB ELMOOR AVENUE WELWYN AL6 9XX,2023-01-30 00:00:00,2023-01-29 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,50,TWUL (LOCAL)
8357,Wycombe,4811219,2034709,XX BERRYFIELD RD PRINCES RISB HP27 0XX,2023-01-29 00:00:00,2023-01-26 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,50,TWUL (LOCAL)
22115,Brent,5165842,1858822,XX WATFORD RD WEMBLEY HA0 3XX,2023-01-30 00:00:00,2023-01-29 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,50,TWUL (LOCAL)
37363,,5299243,1872336,XX WESTACOTT CLOSE LONDON N19 3XX,2023-01-30 00:00:00,2023-01-30 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,
37361,,4823577,1970589,LOWER MANOR FARM HIGH WYCOMBE HP144HF,2023-01-30 00:00:00,2023-01-28 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
36047,,4431734,2094188,XX EVANS ROAD WITNEY OX294XX,2023-01-30 00:00:00,2023-01-30 00:00:00,Foul F,Collapse,Above ground,Highways,< 1 Month,,0,100,TWUL (LOCAL)
29533,South Oxon,4782527,1778741,SHEEPLANDS HOUSE TWYFORD RD WARGRAVE RG10 8DJ,2023-01-31 00:00:00,2023-01-30 00:00:00,Foul F,Equipment,Above ground,Private Land,< 1 Month,,0,100,TWUL (LOCAL)
36896,,4976392,1611041,BROADFORD LANE WOKING GU24 8EL,2023-01-31 00:00:00,2023-01-30 00:00:00,Foul F,Equipment,Above ground,Private Land,< 1 Month,,0,50,TWUL (TRUNK)
33675,Ealing,5117491,1792596,XX EMERALD SQ SOUTHALL MID UB2 5XX,2023-01-30 00:00:00,2023-01-30 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,50,TWUL (LOCAL)
37364,,4134175,1874537,XX ABBEY VIEW ROAD SWINDON SN253XX,2023-01-30 00:00:00,2023-01-30 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
37362,,4849433,1947298,X PLOMER GREEN LANE HIGH WYCOMBE HP135XX,2023-01-30 00:00:00,2023-01-29 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,50,TWUL (LOCAL)
37370,,454408,204310,XXX OXFORD ROAD OXFORD OX4 2XX,2023-02-01 00:00:00,2023-01-31 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
37367,,5319899,1966050,X BADGERS CLOSE ENFIELD EN2 7XX,2023-01-31 00:00:00,2023-01-31 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
37366,,510263,166067,RYLTON HOUSE HERSHAM ROAD WALTON-ON-THAMES KT121LB,2023-01-31 00:00:00,2023-01-30 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
35044,West Oxfordshire,4431277,2094280,XX EVANS RD WITNEY OXFOR OX29 4XX,2023-01-31 00:00:00,2023-01-30 00:00:00,Foul F,Collapse,Above ground,Highways,< 1 Month,,0,50,TWUL (LOCAL)
37368,,4173137,1829120,XXX MARLBOROUGH ROAD SWINDON SN3 1XX,2023-01-31 00:00:00,2023-01-30 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,200,TWUL (LOCAL)
37369,,4113633,1839505,XX ROWTON HEATH WAY SWINDON SN5 8XX,2023-01-31 00:00:00,2023-01-31 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
37365,,534824,199804,"POULTON COURT, X, COPSE CLOSE, ENFIELD, EN2 9AQ",2023-01-31 00:00:00,2023-01-07 00:00:00,Foul F,Collapse,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37371,,412785,189193,XXX GAULT HOUSE REDHOUSE WAY SWINDON SN252XX,2023-02-01 00:00:00,2023-01-31 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
21926,West Berks,4326942,1635467,TROUGH SUPPLY ADJ HAPPY CUTTING HILL HUNGERFORD RG17 0RW,2023-02-01 00:00:00,2023-01-31 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,100,TWUL (LOCAL)
37355,,4147026,1906727,XX THE RIDGE SWINDON SN267XX,2023-01-31 00:00:00,2023-01-31 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,100,TWUL (LOCAL)
7007,Welwyn Hatfield,5229656,2154416,X STUART RD WELWYN AL6 9XX,2023-02-01 00:00:00,2023-02-01 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37374,,507142,202454,SCOUT HALL HIGH STREET KINGS LANGLEY SCOUT HALL WD4 8EA,2023-02-02 00:00:00,2023-01-31 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (EX S24)
37360,,522897,216047,XB ELMOOR AVENUE WELWYN AL6 9XX,2023-02-02 00:00:00,2023-02-01 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,50,TWUL (LOCAL)
37372,,4431282,2094331,XX EVANS ROAD WITNEY OX294XX,2023-02-01 00:00:00,2023-01-31 00:00:00,Foul F,Collapse,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37373,,5204354,1886222,XXX-XXX KINGSBURY ROAD LONDON NW9 0XX,2023-02-02 00:00:00,2023-02-01 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37376,,5184565,1851833,XXA ROSEMEAD AVENUE WEMBLEY HA9 7XX,2023-02-03 00:00:00,2023-02-02 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
37362,,4849433,1947298,X PLOMER GREEN LANE HIGH WYCOMBE HP135XX,2023-02-02 00:00:00,2023-02-02 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,50,TWUL (LOCAL)
37378,,4438695,1607518,BURCHEN RODS ANDOVER ROAD NEWBURY BURCHEN RODS RG209QU,2023-02-03 00:00:00,2023-02-02 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37377,,4590225,2124460,WHITE GATE CHURCH LANE OXFORD OX331AW,2023-02-03 00:00:00,2023-02-02 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,CE,10,50,TWUL (LOCAL)
37375,,5356091,2004689,XXX RAGLAN AVENUE WALTHAM CROSS EN8 8XX,2023-02-02 00:00:00,2023-02-02 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
25108,West Oxfordshire,4434536,2257359,X ENSTONE RD MIDDLE BARTO OX7 7XX,2023-02-06 00:00:00,2023-02-03 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,50,TWUL (LOCAL)
37379,,5356360,2004811,XX PARK LANE WALTHAM CROSS EN8 8XX,2023-02-03 00:00:00,2023-02-03 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
